dateTime,temperature,violetPre,bluePre,greenPre,yellowPre,orangePre,redPre,violetCalibrated,blueCalibrated,greenCalibrated,yellowCalibrated,orangeCalibrated,redCalibrated
2020-08-22 00:10:59.669400,42,646,885,911,949,780,856,761.81,1096.78,970.88,904.82,751.15,770.88
2020-08-22 00:11:09.654423,42,645,885,912,949,781,858,760.63,1096.78,971.94,904.82,752.11,772.68
2020-08-22 00:11:19.639639,42,645,885,912,949,782,860,760.63,1096.78,971.94,904.82,753.07,774.48
2020-08-22 00:11:29.624703,42,645,885,912,949,783,862,760.63,1096.78,971.94,904.82,754.04,776.28
2020-08-22 00:11:39.594420,42,644,885,911,950,784,863,759.45,1096.78,970.88,905.77,755.00,777.18
2020-08-22 00:11:49.579359,42,643,884,911,950,783,864,758.27,1095.54,970.88,905.77,754.04,778.09
2020-08-22 00:11:59.564326,42,643,884,910,950,784,865,758.27,1095.54,969.81,905.77,755.00,778.99
2020-08-22 00:12:09.533720,42,642,883,910,948,783,865,757.09,1094.30,969.81,903.87,754.04,778.99
2020-08-22 00:12:19.518921,42,640,882,908,947,784,865,754.73,1093.06,967.68,902.91,755.00,778.99
2020-08-22 00:12:29.503691,42,639,881,907,947,782,865,753.55,1091.82,966.61,902.91,753.07,778.99
2020-08-22 00:12:39.473184,42,639,879,905,945,782,865,753.55,1089.34,964.48,901.01,753.07,778.99
2020-08-22 00:12:49.458269,42,637,878,904,943,780,864,751.20,1088.10,963.42,899.10,751.15,778.09
2020-08-22 00:12:59.427719,42,637,877,902,941,779,863,751.20,1086.86,961.28,897.19,750.18,777.18
2020-08-22 00:13:09.412769,42,636,875,900,939,778,863,750.02,1084.39,959.15,895.29,749.22,777.18
2020-08-22 00:13:19.397844,42,635,874,899,938,778,862,748.84,1083.15,958.09,894.33,749.22,776.28
2020-08-22 00:13:29.382928,42,634,873,897,937,776,861,747.66,1081.91,955.96,893.38,747.29,775.38
2020-08-22 00:13:39.368079,42,633,871,895,936,775,860,746.48,1079.43,953.82,892.43,746.33,774.48
2020-08-22 00:13:49.353092,42,631,870,894,933,774,860,744.12,1078.19,952.76,889.57,745.37,774.48
2020-08-22 00:13:59.338255,42,630,869,892,931,774,859,742.94,1076.95,950.63,887.66,745.37,773.58
2020-08-22 00:14:09.323311,42,630,867,891,931,773,858,742.94,1074.47,949.56,887.66,744.41,772.68
2020-08-22 00:14:19.292878,42,629,865,889,928,772,857,741.76,1071.99,947.43,884.80,743.44,771.78
2020-08-22 00:14:29.277792,42,628,863,887,927,770,856,740.58,1069.51,945.30,883.85,741.52,770.88
2020-08-22 00:14:39.262813,42,626,810,885,924,769,855,738.22,1003.83,943.17,880.99,740.55,769.98
2020-08-22 00:14:49.232413,42,625,859,884,922,768,854,737.04,1064.56,942.10,879.08,739.59,769.08
2020-08-22 00:14:59.217583,42,623,857,881,919,766,852,734.69,1062.08,938.90,876.22,737.66,767.28
2020-08-22 00:15:09.202795,42,622,855,878,917,764,851,733.51,1059.60,935.71,874.31,735.74,766.38
2020-08-22 00:15:19.187982,42,620,853,876,914,764,848,731.15,1057.12,933.57,871.45,735.74,763.68
2020-08-22 00:15:29.173067,42,619,849,874,912,762,847,729.97,1052.16,931.44,869.54,733.81,762.78
2020-08-22 00:15:39.158358,42,617,847,871,908,759,845,727.61,1049.69,928.25,865.73,730.92,760.97
2020-08-22 00:15:49.143330,42,615,844,868,906,758,843,725.25,1045.97,925.05,863.82,729.96,759.17
2020-08-22 00:15:59.128378,42,613,841,866,903,756,841,722.89,1042.25,922.92,860.96,728.03,757.37
2020-08-22 00:16:09.097945,42,611,838,863,900,753,839,720.54,1038.53,919.72,858.10,725.15,755.57
2020-08-22 00:16:19.098433,42,609,835,860,897,751,837,718.18,1034.81,916.52,855.24,723.22,753.77
2020-08-22 00:16:29.068111,42,607,833,858,895,750,835,715.82,1032.34,914.39,853.34,722.26,751.97
2020-08-22 00:16:39.053182,42,605,831,855,891,748,832,713.46,1029.86,911.19,849.52,720.33,749.27
2020-08-22 00:16:49.038398,42,603,827,852,888,746,830,711.10,1024.90,908.00,846.66,718.40,747.47
2020-08-22 00:16:59.023212,41,601,824,849,886,744,829,708.74,1021.18,904.80,844.75,716.48,746.57
2020-08-22 00:17:08.992826,42,599,821,847,882,741,825,706.38,1017.46,902.67,840.94,713.59,742.96
2020-08-22 00:17:18.978043,42,597,819,844,880,739,823,704.03,1014.99,899.47,839.03,711.66,741.16
2020-08-22 00:17:28.963156,42,596,815,842,877,737,821,702.85,1010.03,897.34,836.17,709.74,739.36
2020-08-22 00:17:38.948332,42,594,815,839,875,735,819,700.49,1010.03,894.14,834.27,707.81,737.56
2020-08-22 00:17:48.933410,42,592,811,837,872,733,818,698.13,1005.07,892.01,831.41,705.89,736.66
2020-08-22 00:17:58.918396,41,591,809,834,869,731,815,696.95,1002.59,888.81,828.55,703.96,733.96
2020-08-22 00:18:08.887931,42,589,806,832,866,730,813,694.59,998.87,886.68,825.69,703.00,732.16
2020-08-22 00:18:18.872885,42,587,804,830,863,727,811,692.23,996.40,884.55,822.82,700.11,730.36
2020-08-22 00:18:28.857921,42,585,801,828,862,726,809,689.87,992.68,882.42,821.87,699.14,728.55
2020-08-22 00:18:38.843014,42,584,799,825,859,722,807,688.69,990.20,879.22,819.01,695.29,726.75
2020-08-22 00:18:48.828128,41,582,797,824,857,722,805,686.34,987.72,878.16,817.10,695.29,724.95
2020-08-22 00:18:58.797738,42,581,795,821,856,720,805,685.16,985.24,874.96,816.15,693.37,724.95
2020-08-22 00:19:08.782616,42,579,793,820,854,719,804,682.80,982.76,873.89,814.24,692.40,724.05
2020-08-22 00:19:18.767787,42,578,792,818,853,718,802,681.62,981.52,871.76,813.29,691.44,722.25
2020-08-22 00:19:28.737172,41,577,790,817,852,716,802,680.44,979.05,870.70,812.34,689.51,722.25
2020-08-22 00:19:38.722046,41,575,789,815,850,715,800,678.08,977.81,868.57,810.43,688.55,720.45
2020-08-22 00:19:48.707056,41,574,789,815,849,715,802,676.90,977.81,868.57,809.48,688.55,722.25
2020-08-22 00:19:58.676587,42,574,788,816,852,717,807,676.90,976.57,869.63,812.34,690.48,726.75
2020-08-22 00:20:08.661457,41,573,790,818,856,720,812,675.72,979.05,871.76,816.15,693.37,731.26
2020-08-22 00:20:18.646434,42,573,789,820,858,723,818,675.72,977.81,873.89,818.06,696.26,736.66
2020-08-22 00:20:28.616079,42,572,789,821,860,725,821,674.54,977.81,874.96,819.96,698.18,739.36
2020-08-22 00:20:38.600952,41,571,786,818,857,723,818,673.36,974.09,871.76,817.10,696.26,736.66
2020-08-22 00:20:48.586008,41,569,784,815,853,719,812,671.01,971.61,868.57,813.29,692.40,731.26
2020-08-22 00:20:58.570976,41,567,780,811,848,715,805,668.65,966.65,864.30,808.52,688.55,724.95
2020-08-22 00:21:08.540391,42,565,779,808,845,711,802,666.29,965.41,861.11,805.66,684.70,722.25
2020-08-22 00:21:18.525549,41,564,777,807,844,711,801,665.11,962.94,860.04,804.71,684.70,721.35
2020-08-22 00:21:28.510350,41,563,776,806,844,710,801,663.93,961.70,858.97,804.71,683.74,721.35
2020-08-22 00:21:38.495334,41,563,775,807,844,709,801,663.93,960.46,860.04,804.71,682.77,721.35
2020-08-22 00:21:48.480279,41,562,775,807,844,711,804,662.75,960.46,860.04,804.71,684.70,724.05
2020-08-22 00:21:58.449839,41,561,775,806,845,712,804,661.57,960.46,858.97,805.66,685.66,724.05
2020-08-22 00:22:08.434641,41,561,775,807,846,712,807,661.57,960.46,860.04,806.62,685.66,726.75
2020-08-22 00:22:18.419499,41,561,776,807,846,713,808,661.57,961.70,860.04,806.62,686.63,727.65
2020-08-22 00:22:28.404539,41,561,776,808,846,712,808,661.57,961.70,861.11,806.62,685.66,727.65
2020-08-22 00:22:38.389590,41,561,776,808,846,713,809,661.57,961.70,861.11,806.62,686.63,728.55
2020-08-22 00:22:48.374615,41,560,776,808,847,713,810,660.39,961.70,861.11,807.57,686.63,729.45
2020-08-22 00:22:58.344193,41,560,776,808,847,713,811,660.39,961.70,861.11,807.57,686.63,730.36
2020-08-22 00:23:08.329081,41,559,776,807,847,713,811,659.21,961.70,860.04,807.57,686.63,730.36
2020-08-22 00:23:18.314045,41,558,775,806,846,712,811,658.03,960.46,858.97,806.62,685.66,730.36
2020-08-22 00:23:28.283529,41,558,775,806,845,712,811,658.03,960.46,858.97,805.66,685.66,730.36
2020-08-22 00:23:38.268397,41,556,774,804,843,711,809,655.68,959.22,856.84,803.76,684.70,728.55
2020-08-22 00:23:48.253335,41,556,772,801,842,709,808,655.68,956.74,853.65,802.80,682.77,727.65
2020-08-22 00:23:58.238229,41,555,770,799,839,707,806,654.50,954.26,851.51,799.94,680.85,725.85
2020-08-22 00:24:08.207755,41,553,768,796,837,705,804,652.14,951.78,848.32,798.04,678.92,724.05
2020-08-22 00:24:18.192515,41,552,767,793,835,703,802,650.96,950.54,845.12,796.13,677.00,722.25
2020-08-22 00:24:28.162048,41,550,764,791,830,699,799,648.60,946.82,842.99,791.36,673.14,719.55
2020-08-22 00:24:38.146901,41,548,761,787,827,697,795,646.24,943.11,838.73,788.50,671.22,715.95
2020-08-22 00:24:48.131899,41,546,757,783,822,694,791,643.88,938.15,834.46,783.73,668.33,712.34
2020-08-22 00:24:58.116747,41,543,755,779,818,690,787,640.34,935.67,830.20,779.92,664.48,708.74
2020-08-22 00:25:08.101713,41,541,751,775,813,686,783,637.99,930.71,825.94,775.15,660.62,705.14
2020-08-22 00:25:18.071348,41,539,747,770,808,682,778,635.63,925.76,820.61,770.39,656.77,700.64
2020-08-22 00:25:28.056264,41,536,742,765,803,678,773,632.09,919.56,815.28,765.62,652.92,696.13
2020-08-22 00:25:38.040854,41,533,739,761,798,673,768,628.55,915.84,811.02,760.85,648.10,691.63
2020-08-22 00:25:48.010294,41,530,735,756,792,668,763,625.01,910.88,805.69,755.13,643.29,687.13
2020-08-22 00:25:57.995187,41,527,731,752,787,665,759,621.48,905.93,801.42,750.36,640.40,683.53
2020-08-22 00:26:07.964585,41,525,727,746,781,660,753,619.12,900.97,795.03,744.64,635.59,678.12
2020-08-22 00:26:17.949494,41,522,722,741,777,656,748,615.58,894.77,789.70,740.83,631.73,673.62
2020-08-22 00:26:27.934037,41,519,718,738,771,651,743,612.04,889.82,786.50,735.11,626.92,669.12
2020-08-22 00:26:37.903536,41,516,714,732,766,647,738,608.50,884.86,780.11,730.34,623.07,664.61
2020-08-22 00:26:47.888511,41,513,710,728,761,643,734,604.97,879.90,775.85,725.57,619.21,661.01
2020-08-22 00:26:57.873324,41,510,706,724,756,639,728,601.43,874.94,771.58,720.81,615.36,655.61
2020-08-22 00:27:07.842843,41,508,702,718,752,634,724,599.07,869.99,765.19,716.99,610.55,652.01
2020-08-22 00:27:17.827704,41,505,698,714,746,630,718,595.53,865.03,760.93,711.27,606.70,646.60
2020-08-22 00:27:27.812546,41,502,694,709,741,626,715,591.99,860.07,755.60,706.50,602.84,643.90
2020-08-22 00:27:37.782174,41,499,690,706,736,621,710,588.46,855.12,752.40,701.74,598.03,639.40
2020-08-22 00:27:47.766760,41,496,685,700,732,617,705,584.92,848.92,746.01,697.92,594.18,634.90
2020-08-22 00:27:57.751614,41,493,681,695,726,612,700,581.38,843.96,740.68,692.20,589.36,630.39
2020-08-22 00:28:07.736712,41,490,676,691,721,608,693,577.84,837.77,736.42,687.44,585.51,624.09
2020-08-22 00:28:17.721586,41,487,672,685,715,603,690,574.31,832.81,730.02,681.71,580.69,621.39
2020-08-22 00:28:27.691043,41,484,668,681,709,599,683,570.77,827.85,725.76,675.99,576.84,615.08
2020-08-22 00:28:37.675866,41,481,663,676,704,594,678,567.23,821.66,720.43,671.23,572.03,610.58
2020-08-22 00:28:47.660534,41,477,657,670,698,589,673,562.51,814.22,714.04,665.51,567.21,606.08
2020-08-22 00:28:57.630166,41,474,653,665,693,584,667,558.97,809.26,708.71,660.74,562.40,600.67
2020-08-22 00:29:07.615296,41,471,648,660,687,579,662,555.44,803.07,703.38,655.02,557.58,596.17
2020-08-22 00:29:17.600146,41,467,643,654,681,574,655,550.72,796.87,696.98,649.30,552.77,589.87
2020-08-22 00:29:27.584948,41,464,639,650,675,569,650,547.18,791.91,692.72,643.58,547.95,585.37
2020-08-22 00:29:37.554524,41,461,633,643,669,564,644,543.64,784.48,685.26,637.86,543.14,579.96
2020-08-22 00:29:47.539562,41,457,628,638,664,558,638,538.93,778.28,679.93,633.09,537.36,574.56
2020-08-22 00:29:57.524236,41,454,623,633,657,553,632,535.39,772.08,674.60,626.41,532.54,569.15
2020-08-22 00:30:07.509294,41,450,618,627,651,548,626,530.67,765.89,668.21,620.69,527.73,563.75
2020-08-22 00:30:17.478708,41,447,613,622,644,542,619,527.13,759.69,662.88,614.02,521.95,557.45
2020-08-22 00:30:27.463471,41,444,607,616,639,537,613,523.60,752.25,656.49,609.25,517.14,552.04
2020-08-22 00:30:37.448446,41,440,602,610,632,532,606,518.88,746.06,650.09,602.58,512.32,545.74
2020-08-22 00:30:47.433416,40,436,597,604,626,526,600,514.16,739.86,643.70,596.86,506.54,540.34
2020-08-22 00:30:57.402896,40,433,592,599,620,521,594,510.62,733.66,638.37,591.14,501.73,534.93
2020-08-22 00:31:07.387845,40,429,586,593,613,515,588,505.91,726.23,631.97,584.46,495.95,529.53
2020-08-22 00:31:17.372588,40,426,581,588,607,510,582,502.37,720.03,626.65,578.74,491.13,524.13
2020-08-22 00:31:27.342112,41,422,577,582,601,505,576,497.65,715.08,620.25,573.02,486.32,518.72
2020-08-22 00:31:37.326975,40,419,572,576,595,500,570,494.11,708.88,613.86,567.30,481.50,513.32
2020-08-22 00:31:47.311757,40,416,566,571,589,495,564,490.58,701.44,608.53,561.58,476.69,507.92
2020-08-22 00:31:57.281324,40,412,562,566,584,489,558,485.86,696.49,603.20,556.81,470.91,502.51
2020-08-22 00:32:07.266319,40,409,557,560,578,485,552,482.32,690.29,596.81,551.09,467.06,497.11
2020-08-22 00:32:17.250938,40,406,552,555,573,479,546,478.78,684.09,591.48,546.33,461.28,491.71
2020-08-22 00:32:27.235998,40,403,547,549,567,475,540,475.25,677.90,585.08,540.60,457.43,486.30
2020-08-22 00:32:37.220846,40,400,542,545,561,470,535,471.71,671.70,580.82,534.88,452.61,481.80
2020-08-22 00:32:47.190176,40,397,538,540,556,465,530,468.17,666.74,575.49,530.12,447.80,477.30
2020-08-22 00:32:57.175221,40,393,533,535,550,460,524,463.45,660.55,570.16,524.40,442.98,471.89
2020-08-22 00:33:07.144428,40,390,529,530,545,456,518,459.92,655.59,564.83,519.63,439.13,466.49
2020-08-22 00:33:17.129178,40,387,524,526,540,451,514,456.38,649.39,560.57,514.86,434.32,462.89
2020-08-22 00:33:27.098683,40,384,520,521,535,447,509,452.84,644.44,555.24,510.09,430.46,458.39
2020-08-22 00:33:37.083570,40,382,516,517,530,443,504,450.48,639.48,550.98,505.33,426.61,453.88
2020-08-22 00:33:47.068280,40,379,512,512,525,438,499,446.94,634.52,545.65,500.56,421.80,449.38
2020-08-22 00:33:57.037807,40,376,508,508,521,434,495,443.41,629.56,541.39,496.75,417.95,445.78
2020-08-22 00:34:07.022788,40,373,504,504,516,431,490,439.87,624.61,537.13,491.98,415.06,441.28
2020-08-22 00:34:17.007386,40,371,497,499,512,427,486,437.51,615.93,531.80,488.16,411.20,437.67
2020-08-22 00:34:26.976829,40,368,496,495,507,423,482,433.97,614.69,527.53,483.40,407.35,434.07
2020-08-22 00:34:36.961577,40,366,493,492,504,420,479,431.61,610.97,524.34,480.54,404.46,431.37
2020-08-22 00:34:46.946499,40,364,489,489,501,418,477,429.25,606.02,521.14,477.68,402.54,429.57
2020-08-22 00:34:56.915896,40,361,487,486,498,416,476,425.72,603.54,517.94,474.82,400.61,428.67
2020-08-22 00:35:06.900964,40,360,485,484,497,414,476,424.54,601.06,515.81,473.86,398.69,428.67
2020-08-22 00:35:16.885830,40,358,482,482,495,413,477,422.18,597.34,513.68,471.96,397.72,429.57
2020-08-22 00:35:26.870720,40,356,480,480,493,413,478,419.82,594.86,511.55,470.05,397.72,430.47
2020-08-22 00:35:36.840283,40,354,478,479,492,412,479,417.46,592.38,510.48,469.10,396.76,431.37
2020-08-22 00:35:46.825121,40,352,475,477,491,411,480,415.10,588.67,508.35,468.14,395.80,432.27
2020-08-22 00:35:56.794479,40,350,472,474,488,409,478,412.75,584.95,505.15,465.28,393.87,430.47
2020-08-22 00:36:06.779570,40,348,469,471,485,406,476,410.39,581.23,501.96,462.42,390.98,428.67
2020-08-22 00:36:16.764068,40,346,467,468,482,403,473,408.03,578.75,498.76,459.56,388.09,425.97
2020-08-22 00:36:26.749090,40,344,463,465,479,401,470,405.67,573.80,495.56,456.70,386.17,423.26
2020-08-22 00:36:36.718487,40,341,460,462,475,398,467,402.13,570.08,492.36,452.89,383.28,420.56
2020-08-22 00:36:46.703424,40,339,457,458,472,395,464,399.77,566.36,488.10,450.03,380.39,417.86
2020-08-22 00:36:56.672975,40,337,454,455,469,392,461,397.41,562.64,484.90,447.17,377.50,415.16
2020-08-22 00:37:06.657569,40,335,451,452,466,390,458,395.06,558.92,481.71,444.31,375.57,412.46
2020-08-22 00:37:16.642472,40,333,448,449,462,387,455,392.70,555.21,478.51,440.49,372.68,409.76
2020-08-22 00:37:26.627470,40,331,445,446,459,384,452,390.34,551.49,475.31,437.63,369.80,407.05
2020-08-22 00:37:36.596992,40,329,442,443,456,381,449,387.98,547.77,472.12,434.77,366.91,404.35
2020-08-22 00:37:46.581913,40,327,440,440,452,378,446,385.62,545.29,468.92,430.96,364.02,401.65
2020-08-22 00:37:56.551299,40,325,437,437,449,376,442,383.26,541.57,465.72,428.10,362.09,398.05
2020-08-22 00:38:06.536264,40,323,434,434,446,373,440,380.90,537.86,462.52,425.24,359.20,396.25
2020-08-22 00:38:16.520839,40,321,431,431,443,370,437,378.55,534.14,459.33,422.38,356.31,393.55
2020-08-22 00:38:26.490334,40,318,428,428,439,367,433,375.01,530.42,456.13,418.56,353.42,389.94
2020-08-22 00:38:36.475050,40,316,425,424,435,364,429,372.65,526.70,451.87,414.75,350.54,386.34
2020-08-22 00:38:46.460028,40,314,422,421,432,360,425,370.29,522.98,448.67,411.89,346.68,382.74
2020-08-22 00:38:56.429521,40,312,418,417,428,357,420,367.93,518.03,444.41,408.08,343.79,378.24
2020-08-22 00:39:06.414439,40,310,416,414,423,353,415,365.57,515.55,441.21,403.31,339.94,373.73
2020-08-22 00:39:16.383721,40,308,413,410,419,350,410,363.22,511.83,436.95,399.49,337.05,369.23
2020-08-22 00:39:26.368603,40,305,409,407,415,346,406,359.68,506.87,433.75,395.68,333.20,365.63
2020-08-22 00:39:36.353392,40,303,406,403,412,343,401,357.32,503.16,429.49,392.82,330.31,361.13
2020-08-22 00:39:46.322974,40,301,403,400,407,339,397,354.96,499.44,426.29,388.05,326.46,357.52
2020-08-22 00:39:56.307963,40,299,400,396,404,336,392,352.60,495.72,422.03,385.19,323.57,353.02
2020-08-22 00:40:06.292847,40,297,397,393,400,332,388,350.24,492.00,418.83,381.38,319.72,349.42
2020-08-22 00:40:16.277553,40,295,395,390,397,329,384,347.89,489.52,415.63,378.52,316.83,345.82
2020-08-22 00:40:26.246903,40,293,392,386,393,326,381,345.53,485.81,411.37,374.70,313.94,343.11
2020-08-22 00:40:36.231571,40,291,389,383,390,323,378,343.17,482.09,408.17,371.84,311.05,340.41
2020-08-22 00:40:46.201042,40,289,386,380,386,320,374,340.81,478.37,404.98,368.03,308.16,336.81
2020-08-22 00:40:56.185935,40,287,383,377,383,317,370,338.45,474.65,401.78,365.17,305.27,333.21
2020-08-22 00:41:06.170617,40,285,380,374,380,314,367,336.09,470.93,398.58,362.31,302.38,330.51
2020-08-22 00:41:16.139892,40,283,378,371,376,311,363,333.73,468.45,395.38,358.50,299.50,326.90
2020-08-22 00:41:26.124714,40,281,375,368,373,309,360,331.38,464.74,392.19,355.64,297.57,324.20
2020-08-22 00:41:36.109724,40,280,372,365,370,306,357,330.20,461.02,388.99,352.78,294.68,321.50
2020-08-22 00:41:46.094653,40,277,370,362,367,303,353,326.66,458.54,385.79,349.92,291.79,317.90
2020-08-22 00:41:56.064204,40,275,367,359,363,300,349,324.30,454.82,382.60,346.10,288.90,314.30
